ID,Pred
2026_1156_1166,0.025
2026_1156_1167,0.647361
2026_1156_1168,0.207073
2026_1156_1169,0.144899
2026_1156_1170,0.562924
2026_1156_1171,0.422742
2026_1156_1172,0.029446
2026_1156_1173,0.025
2026_1156_1174,0.47491
2026_1156_1175,0.711519
2026_1156_1176,0.405643
2026_1156_1177,0.025
2026_1156_1178,0.320461
2026_1156_1179,0.18405
2026_1156_1180,0.269508
2026_1156_1181,0.025
2026_1156_1182,0.08668
2026_1156_1183,0.49625
2026_1156_1184,0.482407
2026_1156_1185,0.353307
2026_1156_1186,0.32677
2026_1156_1187,0.407219
2026_1156_1188,0.300688
2026_1156_1189,0.236879
2026_1156_1190,0.077163
2026_1156_1191,0.473573
2026_1156_1192,0.689281
2026_1156_1193,0.241836
2026_1156_1194,0.056327
2026_1156_1195,0.29969
2026_1156_1196,0.025
2026_1156_1197,0.621049
2026_1156_1198,0.299454
2026_1156_1199,0.028359
2026_1156_1200,0.268552
2026_1156_1201,0.131809
2026_1156_1202,0.168515
2026_1156_1203,0.055209
2026_1156_1204,0.236529
2026_1156_1205,0.883284
2026_1156_1206,0.025
2026_1156_1207,0.028125
2026_1156_1208,0.025
2026_1156_1209,0.583663
2026_1156_1210,0.066521
2026_1156_1211,0.025
2026_1156_1212,0.425086
2026_1156_1213,0.029622
2026_1156_1214,0.421841
2026_1156_1217,0.129917
2026_1156_1218,0.038773
2026_1156_1219,0.028269
2026_1156_1220,0.034752
2026_1156_1221,0.575174
2026_1156_1222,0.025
2026_1156_1223,0.51637
2026_1156_1224,0.280569
2026_1156_1225,0.217136
2026_1156_1226,0.332054
2026_1156_1227,0.161065
2026_1156_1228,0.025
2026_1156_1229,0.047699
2026_1156_1230,0.416729
2026_1156_1231,0.025
2026_1156_1232,0.3247
2026_1156_1233,0.228166
2026_1156_1234,0.025
2026_1156_1235,0.025
2026_1156_1236,0.286208
2026_1156_1237,0.741636
2026_1156_1238,0.459533
2026_1156_1239,0.493214
2026_1156_1240,0.319142
2026_1156_1241,0.197189
2026_1156_1242,0.025
2026_1156_1243,0.025
2026_1156_1244,0.132289
2026_1156_1245,0.061625
2026_1156_1246,0.025
2026_1156_1247,0.436362
2026_1156_1248,0.627575
2026_1156_1249,0.408268
2026_1156_1250,0.533221
2026_1156_1251,0.032289
2026_1156_1252,0.149772
2026_1156_1253,0.502528
2026_1156_1254,0.153156
2026_1156_1255,0.411956
2026_1156_1256,0.243554
2026_1156_1257,0.025
2026_1156_1258,0.123616
2026_1156_1259,0.55672
2026_1156_1260,0.502188
2026_1156_1261,0.025
2026_1156_1262,0.551361
2026_1156_1263,0.661815
2026_1156_1264,0.442237
2026_1156_1265,0.139247
2026_1156_1266,0.061948
2026_1156_1267,0.124692
2026_1156_1268,0.037766
2026_1156_1269,0.203935
2026_1156_1270,0.025
2026_1156_1271,0.723273
2026_1156_1272,0.041302
2026_1156_1273,0.216724
2026_1156_1274,0.025
2026_1156_1275,0.025
2026_1156_1276,0.025
2026_1156_1277,0.025
2026_1156_1278,0.025352
2026_1156_1279,0.025
2026_1156_1280,0.025
2026_1156_1281,0.025
2026_1156_1282,0.904186
2026_1156_1283,0.273646
2026_1156_1284,0.204918
2026_1156_1285,0.255908
2026_1156_1286,0.239073
2026_1156_1287,0.349681
2026_1156_1288,0.663609
2026_1156_1290,0.906634
2026_1156_1291,0.462238
2026_1156_1292,0.1336
2026_1156_1293,0.03536
2026_1156_1294,0.132883
2026_1156_1295,0.046853
2026_1156_1296,0.600058
2026_1156_1297,0.162417
2026_1156_1298,0.076519
2026_1156_1299,0.568889
2026_1156_1300,0.563303
2026_1156_1301,0.025
2026_1156_1303,0.34801
2026_1156_1304,0.025
2026_1156_1305,0.025
2026_1156_1306,0.745143
2026_1156_1307,0.025
2026_1156_1308,0.238774
2026_1156_1309,0.238833
2026_1156_1310,0.719473
2026_1156_1311,0.354595
2026_1156_1312,0.46482
2026_1156_1313,0.508602
2026_1156_1314,0.025
2026_1156_1315,0.325371
2026_1156_1316,0.697661
2026_1156_1317,0.074109
2026_1156_1318,0.53577
2026_1156_1319,0.523411
2026_1156_1320,0.036705
2026_1156_1321,0.025
2026_1156_1322,0.588958
2026_1156_1323,0.025
2026_1156_1324,0.156223
2026_1156_1325,0.274139
2026_1156_1326,0.025
2026_1156_1328,0.025
2026_1156_1329,0.025
2026_1156_1330,0.357345
2026_1156_1331,0.598039
2026_1156_1332,0.035478
2026_1156_1333,0.152592
2026_1156_1334,0.094713
2026_1156_1335,0.129392
2026_1156_1336,0.039892
2026_1156_1337,0.481889
2026_1156_1338,0.039516
2026_1156_1339,0.139031
2026_1156_1340,0.133267
2026_1156_1341,0.742045
2026_1156_1342,0.375655
2026_1156_1343,0.408908
2026_1156_1344,0.025
2026_1156_1345,0.025
2026_1156_1346,0.168186
2026_1156_1347,0.355713
2026_1156_1348,0.046101
2026_1156_1349,0.292606
2026_1156_1350,0.076142
2026_1156_1351,0.840282
2026_1156_1352,0.108363
2026_1156_1353,0.069157
2026_1156_1354,0.727925
2026_1156_1355,0.359382
2026_1156_1356,0.11447
2026_1156_1357,0.315927
2026_1156_1358,0.053587
2026_1156_1359,0.267253
2026_1156_1360,0.35034
2026_1156_1361,0.025
2026_1156_1362,0.046254
2026_1156_1363,0.310796
2026_1156_1364,0.149029
2026_1156_1365,0.025
2026_1156_1367,0.521933
2026_1156_1368,0.546901
2026_1156_1369,0.233054
2026_1156_1370,0.02877
2026_1156_1371,0.025
2026_1156_1372,0.027568
2026_1156_1373,0.12023
2026_1156_1374,0.025
2026_1156_1375,0.13939
2026_1156_1376,0.037331
2026_1156_1377,0.364385
2026_1156_1378,0.025
2026_1156_1379,0.262765
2026_1156_1380,0.299875
2026_1156_1381,0.524758
2026_1156_1382,0.086293
2026_1156_1384,0.731278
2026_1156_1385,0.025
2026_1156_1386,0.053395
2026_1156_1387,0.025
2026_1156_1388,0.025
2026_1156_1389,0.236732
2026_1156_1390,0.025
2026_1156_1391,0.493537
2026_1156_1392,0.228946
2026_1156_1393,0.025
2026_1156_1394,0.273133
2026_1156_1395,0.025
2026_1156_1396,0.135901
2026_1156_1397,0.025
2026_1156_1398,0.143586
2026_1156_1399,0.499199
2026_1156_1400,0.025
2026_1156_1401,0.025
2026_1156_1402,0.280171
2026_1156_1403,0.025
2026_1156_1404,0.102009
2026_1156_1405,0.148419
2026_1156_1406,0.156956
2026_1156_1407,0.064981
2026_1156_1408,0.134119
2026_1156_1409,0.025
2026_1156_1410,0.181544
2026_1156_1411,0.627019
2026_1156_1412,0.039072
2026_1156_1413,0.153635
2026_1156_1414,0.036603
2026_1156_1415,0.428533
2026_1156_1416,0.025
2026_1156_1417,0.025
2026_1156_1418,0.492459
2026_1156_1419,0.864
2026_1156_1420,0.182933
2026_1156_1421,0.342955
2026_1156_1422,0.356761
2026_1156_1423,0.030505
2026_1156_1424,0.074653
2026_1156_1425,0.025
2026_1156_1426,0.130375
2026_1156_1427,0.766321
2026_1156_1428,0.054272
2026_1156_1429,0.025
2026_1156_1430,0.029291
2026_1156_1431,0.416968
2026_1156_1433,0.025
2026_1156_1434,0.169442
2026_1156_1435,0.025
2026_1156_1436,0.152547
2026_1156_1437,0.025
2026_1156_1438,0.025
2026_1156_1439,0.025
2026_1156_1440,0.853297
2026_1156_1441,0.370335
2026_1156_1442,0.877009
2026_1156_1443,0.123681
2026_1156_1444,0.483264
2026_1156_1447,0.697387
2026_1156_1448,0.025
2026_1156_1449,0.025
2026_1156_1450,0.195046
2026_1156_1451,0.323218
2026_1156_1452,0.025
2026_1156_1453,0.252091
2026_1156_1454,0.398274
2026_1156_1455,0.037142
2026_1156_1456,0.107012
2026_1156_1457,0.064467
2026_1156_1458,0.025
2026_1156_1459,0.250846
2026_1156_1460,0.117222
2026_1156_1461,0.047185
2026_1156_1462,0.025
2026_1156_1463,0.025
2026_1156_1464,0.339597
2026_1156_1465,0.035874
2026_1156_1466,0.574927
2026_1156_1467,0.092824
2026_1156_1468,0.389969
2026_1156_1469,0.191612
2026_1156_1470,0.237353
2026_1156_1471,0.039036
2026_1156_1472,0.052633
2026_1156_1473,0.340387
2026_1156_1474,0.157693
2026_1156_1475,0.683181
2026_1156_1476,0.691253
2026_1156_1477,0.450766
2026_1156_1478,0.483015
2026_1156_1479,0.533469
2026_1156_1480,0.345556
2026_1156_1481,0.518665
2026_1157_1158,0.332138
2026_1157_1159,0.498294
2026_1157_1160,0.067636
2026_1157_1161,0.141523
2026_1157_1162,0.406554
2026_1157_1163,0.025
2026_1157_1164,0.9086
2026_1157_1165,0.469377
2026_1157_1166,0.066309
2026_1157_1167,0.827096
2026_1157_1168,0.495196
2026_1157_1169,0.456937
2026_1157_1170,0.84892
2026_1157_1171,0.731167
2026_1157_1172,0.270045
2026_1157_1173,0.109634
2026_1157_1174,0.80412
2026_1157_1175,0.909167
2026_1157_1176,0.682998
2026_1157_1177,0.228005
2026_1157_1178,0.550761
2026_1157_1179,0.420096
2026_1157_1180,0.535583
2026_1157_1181,0.025
2026_1157_1182,0.320279
2026_1157_1183,0.750439
2026_1157_1184,0.771475
2026_1157_1185,0.722909
2026_1157_1186,0.658008
2026_1157_1187,0.740445
2026_1157_1188,0.538719
2026_1157_1189,0.537833
2026_1157_1190,0.36717
2026_1157_1191,0.783074
2026_1157_1192,0.861287
2026_1157_1193,0.513275
2026_1157_1194,0.281195
2026_1157_1195,0.587559
2026_1157_1196,0.025
2026_1157_1197,0.728706
2026_1157_1198,0.580051
2026_1157_1199,0.174675
2026_1157_1200,0.485013
2026_1157_1201,0.435183
2026_1157_1202,0.424624
2026_1157_1203,0.257901
2026_1157_1204,0.469419
2026_1157_1205,0.950455
2026_1157_1206,0.103299
2026_1157_1207,0.169397
2026_1157_1208,0.025
2026_1157_1209,0.800079
2026_1157_1210,0.33787
2026_1157_1211,0.025
2026_1157_1212,0.7501
2026_1157_1213,0.157392
2026_1157_1214,0.717266
2026_1157_1217,0.435202
2026_1157_1218,0.200926
2026_1157_1219,0.111331
2026_1157_1220,0.245458
2026_1157_1221,0.737223
2026_1157_1222,0.025
2026_1157_1223,0.808974
2026_1157_1224,0.75845
2026_1157_1225,0.482563
2026_1157_1226,0.681128
2026_1157_1227,0.489748
2026_1157_1228,0.025
2026_1157_1229,0.256444
2026_1157_1230,0.732791
2026_1157_1231,0.030016
2026_1157_1232,0.611349
2026_1157_1233,0.519333
2026_1157_1234,0.025
2026_1157_1235,0.025
2026_1157_1236,0.608471
2026_1157_1237,0.866803
2026_1157_1238,0.653873
2026_1157_1239,0.760618
2026_1157_1240,0.59831
2026_1157_1241,0.473003
2026_1157_1242,0.025
2026_1157_1243,0.121418
2026_1157_1244,0.398522
2026_1157_1245,0.166255
2026_1157_1246,0.025
2026_1157_1247,0.669821
2026_1157_1248,0.810938
2026_1157_1249,0.730785
2026_1157_1250,0.628902
2026_1157_1251,0.122657
2026_1157_1252,0.414719
2026_1157_1253,0.801658
2026_1157_1254,0.437025
2026_1157_1255,0.736288
2026_1157_1256,0.470523
2026_1157_1257,0.025
2026_1157_1258,0.427939
2026_1157_1259,0.826583
2026_1157_1260,0.726182
2026_1157_1261,0.048578
2026_1157_1262,0.731835
2026_1157_1263,0.856967
2026_1157_1264,0.725728
2026_1157_1265,0.519863
2026_1157_1266,0.310459
2026_1157_1267,0.338176
2026_1157_1268,0.172356
2026_1157_1269,0.455636
2026_1157_1270,0.066851
2026_1157_1271,0.89943
2026_1157_1272,0.237445
2026_1157_1273,0.472707
2026_1157_1274,0.025
2026_1157_1275,0.06184
2026_1157_1276,0.025
2026_1157_1277,0.025
2026_1157_1278,0.185504
2026_1157_1279,0.111636
2026_1157_1280,0.104648
2026_1157_1281,0.029047
2026_1157_1282,0.957095
2026_1157_1283,0.617335
2026_1157_1284,0.479911
2026_1157_1285,0.458142
2026_1157_1286,0.505567
2026_1157_1287,0.533873
2026_1157_1288,0.832451
2026_1157_1290,0.952296
2026_1157_1291,0.609201
2026_1157_1292,0.405883
2026_1157_1293,0.17558
2026_1157_1294,0.375643
2026_1157_1295,0.253872
2026_1157_1296,0.822624
2026_1157_1297,0.446314
2026_1157_1298,0.318961
2026_1157_1299,0.76981
2026_1157_1300,0.812137
2026_1157_1301,0.025
2026_1157_1303,0.649833
2026_1157_1304,0.025
2026_1157_1305,0.111465
2026_1157_1306,0.875581
2026_1157_1307,0.037267
2026_1157_1308,0.433209
2026_1157_1309,0.553878
2026_1157_1310,0.887902
2026_1157_1311,0.68722
2026_1157_1312,0.640939
2026_1157_1313,0.770176
2026_1157_1314,0.025
2026_1157_1315,0.559779
2026_1157_1316,0.863913
2026_1157_1317,0.36775
2026_1157_1318,0.765998
2026_1157_1319,0.805674
2026_1157_1320,0.237912
2026_1157_1321,0.149173
2026_1157_1322,0.789026
2026_1157_1323,0.160093
2026_1157_1324,0.443589
2026_1157_1325,0.51085
2026_1157_1326,0.03213
2026_1157_1328,0.067662
2026_1157_1329,0.04662
2026_1157_1330,0.683633
2026_1157_1331,0.778652
2026_1157_1332,0.170439
2026_1157_1333,0.332375
2026_1157_1334,0.370035
2026_1157_1335,0.442159
2026_1157_1336,0.212574
2026_1157_1337,0.77341
2026_1157_1338,0.275938
2026_1157_1339,0.548363
2026_1157_1340,0.40838
2026_1157_1341,0.666763
2026_1157_1342,0.703485
2026_1157_1343,0.755426
2026_1157_1344,0.118223
2026_1157_1345,0.025
2026_1157_1346,0.403156
2026_1157_1347,0.691497
2026_1157_1348,0.350933
2026_1157_1349,0.682097
2026_1157_1350,0.38896
2026_1157_1351,0.926093
2026_1157_1352,0.40622
2026_1157_1353,0.233259
2026_1157_1354,0.882565
2026_1157_1355,0.561927
2026_1157_1356,0.457868
2026_1157_1357,0.687308
2026_1157_1358,0.224085
2026_1157_1359,0.507185
2026_1157_1360,0.643929
2026_1157_1361,0.036142
2026_1157_1362,0.219133
2026_1157_1363,0.584498
2026_1157_1364,0.399552
2026_1157_1365,0.038822
2026_1157_1367,0.756176
2026_1157_1368,0.832683
2026_1157_1369,0.502841
2026_1157_1370,0.251769
2026_1157_1371,0.046156
2026_1157_1372,0.116381
2026_1157_1373,0.45692
2026_1157_1374,0.025
2026_1157_1375,0.405797
2026_1157_1376,0.222589
2026_1157_1377,0.708182
2026_1157_1378,0.089085
2026_1157_1379,0.48431
2026_1157_1380,0.581315
2026_1157_1381,0.765152
2026_1157_1382,0.29875
2026_1157_1384,0.905199
2026_1157_1385,0.025
2026_1157_1386,0.32187
2026_1157_1387,0.026537
2026_1157_1388,0.025
2026_1157_1389,0.533847
2026_1157_1390,0.064701
2026_1157_1391,0.727722
2026_1157_1392,0.562332
2026_1157_1393,0.057118
2026_1157_1394,0.505102
2026_1157_1395,0.030385
2026_1157_1396,0.428205
2026_1157_1397,0.025
2026_1157_1398,0.495006
2026_1157_1399,0.719162
2026_1157_1400,0.047236
2026_1157_1401,0.028492
2026_1157_1402,0.500545
2026_1157_1403,0.025
2026_1157_1404,0.418285
2026_1157_1405,0.419558
2026_1157_1406,0.425231
2026_1157_1407,0.324859
2026_1157_1408,0.304505
2026_1157_1409,0.098055
2026_1157_1410,0.475502
2026_1157_1411,0.785172
2026_1157_1412,0.274153
2026_1157_1413,0.435438
2026_1157_1414,0.229319
2026_1157_1415,0.740235
2026_1157_1416,0.025
2026_1157_1417,0.025
2026_1157_1418,0.735059
2026_1157_1419,0.949175
2026_1157_1420,0.800198
2026_1157_1421,0.646909
2026_1157_1422,0.663797
2026_1157_1423,0.177357
2026_1157_1424,0.267049
2026_1157_1425,0.025
2026_1157_1426,0.383153
2026_1157_1427,0.883145
2026_1157_1428,0.215339
2026_1157_1429,0.025
2026_1157_1430,0.186636
2026_1157_1431,0.75532
2026_1157_1433,0.033441
2026_1157_1434,0.442292
2026_1157_1435,0.025
2026_1157_1436,0.433045
2026_1157_1437,0.025
2026_1157_1438,0.025
2026_1157_1439,0.035736
2026_1157_1440,0.906801
2026_1157_1441,0.634289
2026_1157_1442,0.959227
2026_1157_1443,0.332611
2026_1157_1444,0.793927
2026_1157_1447,0.778334
2026_1157_1448,0.082107
2026_1157_1449,0.070619
2026_1157_1450,0.434984
2026_1157_1451,0.558395
2026_1157_1452,0.081056
2026_1157_1453,0.492632
2026_1157_1454,0.699397
2026_1157_1455,0.201543
2026_1157_1456,0.335136
2026_1157_1457,0.318271
2026_1157_1458,0.025
2026_1157_1459,0.500092
2026_1157_1460,0.359278
2026_1157_1461,0.272589
2026_1157_1462,0.130119
2026_1157_1463,0.090237
2026_1157_1464,0.574481
2026_1157_1465,0.215985
2026_1157_1466,0.820477
2026_1157_1467,0.360083
2026_1157_1468,0.714052
2026_1157_1469,0.443261
2026_1157_1470,0.544471
2026_1157_1471,0.255396
2026_1157_1472,0.315389
2026_1157_1473,0.583908
2026_1157_1474,0.392493
2026_1157_1475,0.925058
2026_1157_1476,0.844953
2026_1157_1477,0.762822
2026_1157_1478,0.684619
2026_1157_1479,0.667715
2026_1157_1480,0.66929
2026_1157_1481,0.770383
2026_1158_1159,0.71113
2026_1158_1160,0.178209
2026_1158_1161,0.312545
2026_1158_1162,0.669575
2026_1158_1163,0.033244
2026_1158_1164,0.975
2026_1158_1165,0.658974
2026_1158_1166,0.251601
2026_1158_1167,0.925184
2026_1158_1168,0.687336
2026_1158_1169,0.534759
2026_1158_1170,0.925798
2026_1158_1171,0.882087
2026_1158_1172,0.468009
2026_1158_1173,0.293696
2026_1158_1174,0.858619
2026_1158_1175,0.975
2026_1158_1176,0.804235
2026_1158_1177,0.458723
2026_1158_1178,0.737695
2026_1158_1179,0.703862
2026_1158_1180,0.753729
2026_1158_1181,0.025
2026_1158_1182,0.540509
2026_1158_1183,0.873632
2026_1158_1184,0.881387
2026_1158_1185,0.858562
2026_1158_1186,0.817747
2026_1158_1187,0.830475
2026_1158_1188,0.800584
2026_1158_1189,0.791499
2026_1158_1190,0.541405
2026_1158_1191,0.910704
2026_1158_1192,0.915204
2026_1158_1193,0.758
2026_1158_1194,0.49086
2026_1158_1195,0.775847
2026_1158_1196,0.04839
2026_1158_1197,0.935893
2026_1158_1198,0.801957
2026_1158_1199,0.355513
2026_1158_1200,0.700989
2026_1158_1201,0.678959
2026_1158_1202,0.591731
2026_1158_1203,0.399887
2026_1158_1204,0.650497
2026_1158_1205,0.975
2026_1158_1206,0.291251
2026_1158_1207,0.331164
2026_1158_1208,0.086713
2026_1158_1209,0.901164
2026_1158_1210,0.598161
2026_1158_1211,0.025
2026_1158_1212,0.883322
2026_1158_1213,0.392586
2026_1158_1214,0.839901
2026_1158_1217,0.577744
2026_1158_1218,0.425698
2026_1158_1219,0.287954
2026_1158_1220,0.42391
2026_1158_1221,0.912901
2026_1158_1222,0.030394
2026_1158_1223,0.885717
2026_1158_1224,0.856215
2026_1158_1225,0.648454
2026_1158_1226,0.827312
2026_1158_1227,0.591895
2026_1158_1228,0.049812
2026_1158_1229,0.451969
2026_1158_1230,0.883066
2026_1158_1231,0.122957
2026_1158_1232,0.852102
2026_1158_1233,0.687633
2026_1158_1234,0.084263
2026_1158_1235,0.030746
2026_1158_1236,0.734371
2026_1158_1237,0.951551
2026_1158_1238,0.860525
2026_1158_1239,0.853789
2026_1158_1240,0.805291
2026_1158_1241,0.668705
2026_1158_1242,0.053091
2026_1158_1243,0.31539
2026_1158_1244,0.550411
2026_1158_1245,0.406747
2026_1158_1246,0.083924
2026_1158_1247,0.859389
2026_1158_1248,0.92449
2026_1158_1249,0.884621
2026_1158_1250,0.910928
2026_1158_1251,0.296625
2026_1158_1252,0.595328
2026_1158_1253,0.910765
2026_1158_1254,0.695695
2026_1158_1255,0.880475
2026_1158_1256,0.677269
2026_1158_1257,0.055186
2026_1158_1258,0.657958
2026_1158_1259,0.92467
2026_1158_1260,0.87556
2026_1158_1261,0.160832
2026_1158_1262,0.913118
2026_1158_1263,0.939909
2026_1158_1264,0.832447
2026_1158_1265,0.615717
2026_1158_1266,0.480152
2026_1158_1267,0.622798
2026_1158_1268,0.308016
2026_1158_1269,0.694796
2026_1158_1270,0.221492
2026_1158_1271,0.958786
2026_1158_1272,0.491351
2026_1158_1273,0.667842
2026_1158_1274,0.106201
2026_1158_1275,0.117827
2026_1158_1276,0.025
2026_1158_1277,0.043365
2026_1158_1278,0.386698
2026_1158_1279,0.284668
2026_1158_1280,0.260186
2026_1158_1281,0.128561
2026_1158_1282,0.975
2026_1158_1283,0.761183
2026_1158_1284,0.677591
2026_1158_1285,0.771094
2026_1158_1286,0.741513
2026_1158_1287,0.819377
2026_1158_1288,0.938699
2026_1158_1290,0.975
2026_1158_1291,0.815675
2026_1158_1292,0.631745
2026_1158_1293,0.344579
2026_1158_1294,0.606542
2026_1158_1295,0.513926
2026_1158_1296,0.921893
2026_1158_1297,0.65435
2026_1158_1298,0.665086
2026_1158_1299,0.881407
2026_1158_1300,0.901097
2026_1158_1301,0.103408
2026_1158_1303,0.80298
2026_1158_1304,0.051178
2026_1158_1305,0.301362
2026_1158_1306,0.957056
2026_1158_1307,0.151778
2026_1158_1308,0.733121
2026_1158_1309,0.736349
2026_1158_1310,0.932704
2026_1158_1311,0.809659
2026_1158_1312,0.853866
2026_1158_1313,0.904785
2026_1158_1314,0.060703
2026_1158_1315,0.781257
2026_1158_1316,0.948253
2026_1158_1317,0.511527
2026_1158_1318,0.914689
2026_1158_1319,0.906185
2026_1158_1320,0.40687
2026_1158_1321,0.299932
2026_1158_1322,0.902733
2026_1158_1323,0.28313
2026_1158_1324,0.690493
2026_1158_1325,0.744989
2026_1158_1326,0.146414
2026_1158_1328,0.241139
2026_1158_1329,0.150614
2026_1158_1330,0.818944
2026_1158_1331,0.934103
2026_1158_1332,0.30689
2026_1158_1333,0.551167
2026_1158_1334,0.573108
2026_1158_1335,0.541969
2026_1158_1336,0.392203
2026_1158_1337,0.89675
2026_1158_1338,0.374604
2026_1158_1339,0.684392
2026_1158_1340,0.574292
2026_1158_1341,0.931311
2026_1158_1342,0.851321
2026_1158_1343,0.910343
2026_1158_1344,0.312142
2026_1158_1345,0.039561
2026_1158_1346,0.62984
2026_1158_1347,0.845734
2026_1158_1348,0.531088
2026_1158_1349,0.801728
2026_1158_1350,0.619887
2026_1158_1351,0.975
2026_1158_1352,0.584264
2026_1158_1353,0.434232
2026_1158_1354,0.954554
2026_1158_1355,0.811161
2026_1158_1356,0.591616
2026_1158_1357,0.84523
2026_1158_1358,0.457066
2026_1158_1359,0.700359
2026_1158_1360,0.785068
2026_1158_1361,0.201117
2026_1158_1362,0.446815
2026_1158_1363,0.849623
2026_1158_1364,0.660431
2026_1158_1365,0.126258
2026_1158_1367,0.882167
2026_1158_1368,0.91834
2026_1158_1369,0.705747
2026_1158_1370,0.479865
2026_1158_1371,0.193166
2026_1158_1372,0.254099
2026_1158_1373,0.581705
2026_1158_1374,0.119473
2026_1158_1375,0.565194
2026_1158_1376,0.462026
2026_1158_1377,0.82323
2026_1158_1378,0.296158
2026_1158_1379,0.645837
2026_1158_1380,0.787126
2026_1158_1381,0.88984
2026_1158_1382,0.500616
2026_1158_1384,0.972483
2026_1158_1385,0.051474
2026_1158_1386,0.482536
2026_1158_1387,0.080005
2026_1158_1388,0.104153
2026_1158_1389,0.763538
2026_1158_1390,0.282081
2026_1158_1391,0.849231
2026_1158_1392,0.690017
2026_1158_1393,0.260669
2026_1158_1394,0.73523
2026_1158_1395,0.162965
2026_1158_1396,0.709915
2026_1158_1397,0.060793
2026_1158_1398,0.720429
2026_1158_1399,0.881798
2026_1158_1400,0.177508
2026_1158_1401,0.120227
2026_1158_1402,0.7436
2026_1158_1403,0.055896
2026_1158_1404,0.609315
2026_1158_1405,0.581008
2026_1158_1406,0.561691
2026_1158_1407,0.467809
2026_1158_1408,0.549243
2026_1158_1409,0.312162
2026_1158_1410,0.69065
2026_1158_1411,0.914887
2026_1158_1412,0.445763
2026_1158_1413,0.582035
2026_1158_1414,0.442693
2026_1158_1415,0.896345
2026_1158_1416,0.095122
2026_1158_1417,0.11033
2026_1158_1418,0.810214
2026_1158_1419,0.975
2026_1158_1420,0.835573
2026_1158_1421,0.784633
2026_1158_1422,0.820211
2026_1158_1423,0.359847
2026_1158_1424,0.491945
2026_1158_1425,0.119922
2026_1158_1426,0.614019
2026_1158_1427,0.961298
2026_1158_1428,0.453972
2026_1158_1429,0.080667
2026_1158_1430,0.380985
2026_1158_1431,0.893749
2026_1158_1433,0.135284
2026_1158_1434,0.565819
2026_1158_1435,0.056989
2026_1158_1436,0.654525
2026_1158_1437,0.099187
2026_1158_1438,0.048711
2026_1158_1439,0.156378
2026_1158_1440,0.975
2026_1158_1441,0.792713
2026_1158_1442,0.975
2026_1158_1443,0.579824
2026_1158_1444,0.894987
2026_1158_1447,0.929661
2026_1158_1448,0.257252
2026_1158_1449,0.241131
2026_1158_1450,0.7056
2026_1158_1451,0.745524
2026_1158_1452,0.298873
2026_1158_1453,0.725498
2026_1158_1454,0.834905
2026_1158_1455,0.426331
2026_1158_1456,0.517328
2026_1158_1457,0.525364
2026_1158_1458,0.095044
2026_1158_1459,0.69881
2026_1158_1460,0.561981
2026_1158_1461,0.495181
2026_1158_1462,0.272248
2026_1158_1463,0.320468
2026_1158_1464,0.795067
2026_1158_1465,0.345484
2026_1158_1466,0.926969
2026_1158_1467,0.533497
2026_1158_1468,0.865663
2026_1158_1469,0.637104
2026_1158_1470,0.803616
2026_1158_1471,0.41151
2026_1158_1472,0.509562
2026_1158_1473,0.818977
2026_1158_1474,0.640739
2026_1158_1475,0.970402
2026_1158_1476,0.945638
2026_1158_1477,0.849886
2026_1158_1478,0.885586
2026_1158_1479,0.896639
2026_1158_1480,0.85714
2026_1158_1481,0.906459
2026_1159_1160,0.067765
2026_1159_1161,0.114606
2026_1159_1162,0.384552
2026_1159_1163,0.025
2026_1159_1164,0.926221
2026_1159_1165,0.452682
2026_1159_1166,0.066525
2026_1159_1167,0.822595
2026_1159_1168,0.479473
2026_1159_1169,0.344353
2026_1159_1170,0.791287
2026_1159_1171,0.721058
2026_1159_1172,0.210069
2026_1159_1173,0.094616
2026_1159_1174,0.723215
2026_1159_1175,0.937176
2026_1159_1176,0.636684
2026_1159_1177,0.119409
2026_1159_1178,0.567066
2026_1159_1179,0.460617
2026_1159_1180,0.513182
2026_1159_1181,0.025
2026_1159_1182,0.265841
2026_1159_1183,0.729726
2026_1159_1184,0.708073
2026_1159_1185,0.714859
2026_1159_1186,0.608502
2026_1159_1187,0.681955
2026_1159_1188,0.517741
2026_1159_1189,0.587888
2026_1159_1190,0.257699
2026_1159_1191,0.815198
2026_1159_1192,0.875797
2026_1159_1193,0.423795
2026_1159_1194,0.217741
2026_1159_1195,0.495298
2026_1159_1196,0.025
2026_1159_1197,0.770265
2026_1159_1198,0.60377
2026_1159_1199,0.10711
2026_1159_1200,0.521429
2026_1159_1201,0.460895
2026_1159_1202,0.354504
2026_1159_1203,0.178837
2026_1159_1204,0.391912
2026_1159_1205,0.969624
2026_1159_1206,0.111061
2026_1159_1207,0.089907
2026_1159_1208,0.025
2026_1159_1209,0.775117
2026_1159_1210,0.321287
2026_1159_1211,0.025
2026_1159_1212,0.693689
2026_1159_1213,0.125812
2026_1159_1214,0.723784
2026_1159_1217,0.398473
2026_1159_1218,0.172002
2026_1159_1219,0.06523
2026_1159_1220,0.183095
2026_1159_1221,0.799312
2026_1159_1222,0.025
2026_1159_1223,0.765368
2026_1159_1224,0.688132
2026_1159_1225,0.37761
2026_1159_1226,0.696217
2026_1159_1227,0.395531
2026_1159_1228,0.025
2026_1159_1229,0.265412
2026_1159_1230,0.726661
2026_1159_1231,0.027268
2026_1159_1232,0.69839
2026_1159_1233,0.495899
2026_1159_1234,0.025
2026_1159_1235,0.025
2026_1159_1236,0.543758
